seg,lon,lat
450214,-103.854479,48.734975
450301,-98.535049,48.559171
450302,-98.926859,48.559246
450401,-98.774703,48.38512
450402,-99.166759,48.38549
450403,-99.558259,48.385761
450404,-99.949659,48.385532
450405,-100.340913,48.385116
450406,-100.732423,48.385341
450407,-101.124434,48.386112
450408,-101.516439,48.386587
450409,-101.907439,48.386587
450410,-102.298949,48.38742
450411,-102.689959,48.387599
450412,-103.080465,48.386665
450413,-103.471969,48.38624
450414,-103.856979,48.386785
450601,-97.991919,48.020931
450602,-98.380228,48.02111
450603,-98.767589,48.021955
450604,-99.155855,48.021791
450605,-99.545405,48.021755
450606,-99.934405,48.021965
450607,-100.322415,48.02115
450608,-100.711924,48.020971
450609,-101.100434,48.02135
450610,-101.48744,48.021905
450611,-101.87644,48.02279
450612,-102.265949,48.022794
450701,-98.161524,47.860776
450702,-98.546534,47.860965
450703,-98.932094,47.861366
450704,-99.318554,47.861276
450705,-99.704154,47.861474
450706,-100.090655,47.861375
450707,-100.476915,47.861526
450708,-100.862924,47.862155
450709,-101.249434,47.86238
450710,-101.634944,47.86202
450711,-102.020449,47.861566
450801,-98.267829,47.701131
450802,-98.653479,47.701351
450803,-99.039434,47.701545
450804,-99.426094,47.701616
450805,-99.811348,47.70157
450806,-100.196904,47.70203
450807,-100.583914,47.702545
450808,-100.963709,47.702754
450901,-98.091979,47.514446
450902,-98.47743,47.514865
450903,-98.861584,47.514959
450904,-99.244594,47.514925
450905,-99.62825,47.514951
450906,-100.011304,47.515312
450907,-100.394909,47.515476
450908,-100.77892,47.51564
460101,-97.963824,47.354576
460102,-98.348673,47.35514
460103,-98.733629,47.355451
460104,-99.116944,47.355701
460105,-99.500049,47.35601
460106,-99.884144,47.356615
460107,-100.267394,47.3563
460108,-100.649909,47.355976
460201,-97.832718,47.181051
460202,-98.214319,47.18173
460203,-98.595024,47.182651
460204,-98.974984,47.182546
460205,-99.355539,47.182371
460206,-99.735339,47.183305
460207,-100.114239,47.18448
460208,-100.494394,47.185066
460301,-97.727774,46.993125
460302,-98.108224,46.993034
460303,-98.488874,46.992574
460304,-98.869033,46.992765
460305,-99.248489,46.993196
460306,-99.628384,46.994152
460307,-100.010179,46.994726
460308,-100.389889,46.995414
460401,-97.597828,46.818061
460402,-97.976823,46.817726
460403,-98.355519,46.81768
460404,-98.733979,46.818075
460405,-99.111689,46.81813
460406,-99.489484,46.818891
460407,-99.867829,46.820516
460501,-97.55558,46.658081
460502,-97.934474,46.658657
460503,-98.313414,46.658617
460504,-98.691669,46.65826
460505,-99.059484,46.658226
460506,-99.427589,46.658906
460507,-99.806084,46.660051
460601,-97.510524,46.499401
460602,-97.888079,46.498981
460603,-98.263975,46.498395
460604,-98.640475,46.498519
460605,-99.017234,46.499355
460606,-99.392689,46.4997
460607,-99.768884,46.499971
460701,-97.489873,46.325494
460702,-97.867429,46.32516
460703,-98.243624,46.324331
460704,-98.619524,46.324415
460705,-98.995584,46.32516
460706,-99.372039,46.325181
460707,-99.748139,46.324916
460801,-97.197369,46.137262
460802,-97.570574,46.137512
460803,-97.944575,46.138246
460804,-98.317725,46.13865
460805,-98.691225,46.14005
460806,-99.066134,46.141435
460807,-99.440089,46.142055
460808,-99.815289,46.143501
470201,-97.385759,48.644777
470202,-97.775619,48.644906
470401,-97.385604,48.38326
470402,-97.775764,48.383569
471001,-97.196413,47.353675
471002,-97.579619,47.354026
471201,-96.965415,46.9911
471202,-97.34657,46.991941
471401,-97.178025,46.657905
471601,-97.112514,46.325349
480101,-97.395469,45.789896
480102,-97.771029,45.790447
480103,-98.145079,45.791387
480104,-98.518229,45.792776
480105,-98.890034,45.794445
480106,-99.261995,45.795475
480107,-99.634799,45.796125
480108,-100.007899,45.796331
480201,-97.411269,45.601606
480202,-97.785223,45.602361
480203,-98.154378,45.602802
480204,-98.519779,45.603727
480205,-98.889434,45.605466
480206,-99.260945,45.606365
480207,-99.634494,45.607006
480208,-100.007949,45.608152
480401,-97.366459,45.239381
480402,-97.734519,45.239955
480403,-98.104579,45.240985
480404,-98.475074,45.242351
480405,-98.846079,45.243946
480406,-99.215945,45.244701
480407,-99.585044,45.24525
480501,-97.370009,45.064765
480502,-97.737964,45.065662
480503,-98.104964,45.066946
480504,-98.472464,45.06874
480505,-98.839329,45.070257
480506,-99.205689,45.070787
480507,-99.572039,45.071186
480701,-97.430853,44.716806
480702,-97.794658,44.717691
480703,-98.160163,44.718595
480704,-98.525069,44.719594
480705,-98.887774,44.720319
480706,-99.249834,44.720485
480707,-99.613244,44.720901
480708,-99.978704,44.721481
480801,-97.411304,44.55828
480802,-97.774765,44.558774
480803,-98.140019,44.559326
480804,-98.505074,44.560642
480805,-98.86833,44.561561
480806,-99.231484,44.56133
480807,-99.595193,44.561481
480808,-99.958899,44.562591
481001,-97.250794,44.209581
481002,-97.612604,44.20932
481003,-97.974514,44.20992
481004,-98.336969,44.210636
481005,-98.700674,44.210886
481006,-99.061129,44.210321
481007,-99.421134,44.208566
481008,-99.784594,44.207921
481009,-100.145554,44.208721
481010,-100.505914,44.208496
481101,-97.049639,44.037136
481102,-97.410294,44.036886
481103,-97.770255,44.038551
481104,-98.131364,44.039686
481105,-98.491874,44.03848
481106,-98.848625,44.036796
481107,-99.206125,44.034841
481108,-99.566684,44.034206
481109,-99.925993,44.035211
481110,-100.285404,44.035936
481401,-98.299704,43.499996
481402,-98.656814,43.500656
481403,-99.013024,43.501146
481404,-99.369529,43.501331
490101,-97.020054,45.790124
490201,-97.039109,45.601257
490401,-96.636089,45.239645
490402,-97.002199,45.239286
490501,-96.63829,45.063606
490502,-97.003054,45.063985
490701,-96.704029,44.716985
490702,-97.067394,44.71665
490801,-96.683778,44.558811
490802,-97.047888,44.558582
490901,-96.707629,44.38433
490902,-97.068994,44.38416
491001,-96.888833,44.210371
491501,-96.706674,43.343685
491502,-97.061234,43.343761
491503,-97.417394,43.3427
491504,-97.77505,43.34163
491505,-98.130004,43.34159
491506,-98.484659,43.343786
491507,-98.842259,43.344522
491508,-99.198169,43.343755
491509,-99.553584,43.344024
491510,-99.908694,43.34295
491511,-100.263904,43.341506
491512,-100.620414,43.340501
491601,-96.645765,43.169715
491602,-97.000974,43.169567
491603,-97.337183,43.169092
491604,-97.674789,43.168781
491605,-98.030394,43.169445
491606,-98.386154,43.17068
491607,-98.741313,43.170902
491608,-99.097224,43.170476
491609,-99.454184,43.170661
491610,-99.810044,43.170566
491611,-100.166304,43.167486
491612,-100.521914,43.167976
